PLAYER_ID,PLAYER_NAME,TEAM,PROJECTED_AGE,PROJECTED_TS_PCT,HDI_LOW,HDI_HIGH
1630695,Micah Potter,IND,29.0,0.6141827432492923,0.5693197111909732,0.6580322164749216
1629726,Garrison Mathews,IND,30.0,0.6132584477359343,0.5823218859998784,0.6440428548852473
1626167,Myles Turner,MIL,31.0,0.6130635035846933,0.5819279566486816,0.6438808810738528
1643052,Chaney Johnson,BKN,25.0,0.6121421088238669,0.5563711895577668,0.667182561307065
1630568,Luka Garza,BOS,28.0,0.6121326164581848,0.5810597462650291,0.6431067818235533
1642345,Oso Ighodaro,PHX,24.0,0.6114418564571278,0.5653165194624903,0.6542783553368458
1631165,Keon Ellis,CLE,27.0,0.6110181263920379,0.5728987896997498,0.6487538694380256
1630530,Trey Murphy III,NOP,27.0,0.6108374765334624,0.5809785405310193,0.6409726426806631
1630198,Isaiah Joe,OKC,27.0,0.6108298658237058,0.5817002179914043,0.6430480596195856
1629684,Grant Williams,CHA,28.0,0.6106006732286768,0.5804551042023134,0.6404620302691623
1628960,Grayson Allen,PHX,31.0,0.610351399381393,0.5804675633194138,0.6422968588688465
1642285,Cam Spencer,MEM,27.0,0.6102107817074457,0.5638808729400268,0.6523638604656797
1630549,Day'Ron Sharpe,BKN,25.0,0.6093491858494972,0.5789603299966553,0.639594198047101
1628374,Lauri Markkanen,UTA,30.0,0.6093479468147988,0.5807873463549196,0.6413175469476908
1631159,Leonard Miller,CHI,23.0,0.6092475761391827,0.5549195976099117,0.666027735849769
